id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
54,12542,1934,1003,111,263,1968.0,1056.0,0.9744444489479065,0.9745769500732422,0,0,3072,2048
55,114575,0,1071,246,976,144.0,1568.0,0.9741414785385132,0.9633093476295471,0,0,3072,2048
56,17173,2056,1090,161,157,2160.0,1120.0,0.9732614755630493,0.9862926602363586,0,0,3072,2048
57,20316,2605,1119,134,211,2640.0,1248.0,0.9722893238067627,0.9771456122398376,0,0,3072,2048
58,45011,2349,957,198,362,2448.0,1248.0,0.9707174301147461,0.9756836295127869,0,0,3072,2048
59,10418,2164,952,175,90,2256.0,992.0,0.9706527590751648,0.9798689484596252,0,0,3072,2048
60,120150,2540,0,531,396,3024.0,352.0,0.9698042273521423,0.9624685645103455,0,0,3072,2048
61,18013,668,1739,117,308,720.0,2016.0,0.9693920612335205,0.9686645269393921,0,0,3072,2048
62,5368,319,1090,97,82,336.0,1120.0,0.9690894484519958,0.9802510142326355,0,0,3072,2048
63,6353,0,1069,69,111,48.0,1120.0,0.9671953320503235,0.9879555702209473,0,0,3072,2048
64,66863,2308,807,237,575,2448.0,1248.0,0.9661917686462402,0.9665486216545105,0,0,3072,2048
65,35902,1901,133,150,434,1968.0,416.0,0.9660480618476868,0.9685143232345581,0,0,3072,2048
66,16393,740,1058,182,127,816.0,1120.0,0.9658294320106506,0.9751538038253784,0,0,3072,2048
67,25935,2453,1505,202,203,2544.0,1632.0,0.9656875729560852,0.9659319519996643,0,0,3072,2048
68,30854,2128,1343,208,473,2160.0,1568.0,0.9656656384468079,0.9765244722366333,0,0,3072,2048
69,21624,1477,1483,190,224,1584.0,1632.0,0.9647625684738159,0.9661579132080078,0,0,3072,2048
70,16809,446,1512,252,151,528.0,1632.0,0.9643006920814514,0.9696525931358337,0,0,3072,2048
71,9201,2168,1027,140,104,2256.0,1120.0,0.9642043113708496,0.9828755855560303,0,0,3072,2048
72,49847,2839,959,232,327,2928.0,1056.0,0.964104413986206,0.9606855511665344,0,0,3072,2048
73,29145,0,949,201,279,144.0,1120.0,0.9640935659408569,0.9666070342063904,0,0,3072,2048
74,7120,1896,878,118,130,1968.0,928.0,0.9637193083763123,0.9722722768783569,0,0,3072,2048
75,227277,2104,0,696,595,2544.0,352.0,0.9633188843727112,0.9527745842933655,0,0,3072,2048
76,5790,1079,1087,114,116,1104.0,1120.0,0.9631808400154114,0.9767838716506958,0,0,3072,2048
77,17034,795,1902,215,145,1008.0,1952.0,0.9619998335838318,0.9691622257232666,0,0,3072,2048
78,25123,2605,1118,282,741,2640.0,1248.0,0.9617711305618286,0.9764483571052551,0,0,3072,2048
79,7429,850,1005,132,99,912.0,1056.0,0.9615424275398254,0.9809308052062988,0,0,3072,2048
80,10124,2653,969,123,102,2736.0,992.0,0.9611724019050598,0.9826725125312805,0,0,3072,2048
81,8966,107,908,136,115,144.0,992.0,0.9607085585594177,0.9817517995834351,0,0,3072,2048
82,58892,851,931,273,833,912.0,1248.0,0.9606708288192749,0.9525038003921509,0,0,3072,2048
83,3358,954,1402,113,139,1008.0,1440.0,0.960273802280426,0.9793083071708679,0,0,3072,2048
84,8284,487,854,122,118,528.0,928.0,0.9600875973701477,0.9755603075027466,0,0,3072,2048
85,35587,0,325,425,150,144.0,416.0,0.9594941139221191,0.9628486633300781,0,0,3072,2048
86,348064,1036,0,1101,574,1584.0,32.0,0.9592891931533813,0.953007161617279,0,0,3072,2048
87,18312,986,305,80,264,1008.0,352.0,0.9592462182044983,0.9810565114021301,0,0,3072,2048
88,4589,2976,844,89,83,3024.0,864.0,0.9584580063819885,0.980553150177002,0,0,3072,2048
89,250895,2045,1091,703,956,2160.0,1248.0,0.9584226608276367,0.9671223759651184,0,0,3072,2048
90,22652,2130,749,142,229,2160.0,864.0,0.958177924156189,0.9775712490081787,0,0,3072,2048
